Price,Area,Location,No. of Bedrooms,City,Locality,Latitude,Longitude,Property_Type,Furnishing_Status,Unnamed: 0,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
9500000,1088,Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,185.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2018000,375,Dombivali,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,186.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65000000,1200,Churchgate,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,187.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45000000,1717,Prabhadevi,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,188.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16500000,750,Jogeshwari West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,189.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2375000,525,Kalyan East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,190.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
19500000,1200,Malad East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,191.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000,420,Virar East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,192.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500000,540,Virar East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250000,415,Virar East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,194.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700000,650,Virar,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000000,1100,Malad West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,196.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
17000000,1105,Borivali East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,197.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
43500000,2600,Malad East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,198.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
4760000,700,Mira Road East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,199.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18100000,1296,Goregaon West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
23800000,1638,Goregaon West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,201.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
21200000,1465,Goregaon West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,202.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
8600000,700,Borivali East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,203.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
36500000,2030,Goregaon West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,204.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
23700000,1450,Malad West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,205.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
21400000,1100,Malad West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,206.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
12500000,800,Kandivali West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,207.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
18000000,1500,Kandivali West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,208.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13200000,1100,Kandivali West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,209.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
35300000,1962,Kandivali West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,210.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
15300000,950,Borivali East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,211.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
25000000,1440,Kandivali West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,212.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13899999,1200,Kandivali West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,213.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
33500000,1785,Borivali West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,214.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
14500000,775,Goregaon West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,215.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
9000000,765,Kandivali West,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,216.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13500000,910,Goregaon West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,217.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
9000000,640,Goregaon West,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,218.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
21600000,1264,Malad East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,219.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13700000,1056,Kandivali West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,220.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
27799999,1810,Kandivali East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,221.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
27900000,1656,Goregaon West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,222.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
81600000,3888,Goregaon West,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,223.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
38600000,2030,Borivali West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,224.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
17000000,1114,Andheri East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,225.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
60100000,3585,Goregaon West,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,226.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
27900000,1404,Goregaon East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,227.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
31500000,1620,Goregaon East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,228.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
37500000,2780,Malad East,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,229.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
31000000,1672,Malad East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,230.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
21100000,1200,Malad East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,231.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
16500000,1200,Malad East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,232.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
16000000,1250,Borivali East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,233.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
26000000,1840,Borivali East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,234.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
15200000,1170,Malad West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,235.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2300000,310,Kharghar,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,236.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33000000,1245,Wadala,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,237.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
29000000,1153,Wadala,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,238.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
11200000,573,Ulwe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,239.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
9000000,1100,Ulwe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,240.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
8500000,1135,Ulwe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,241.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
9000000,1060,Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,242.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
11500000,560,Malad West,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12100000,1150,Dahisar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,244.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11000000,1054,kandivali,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,245.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
27000000,1695,Goregaon,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,246.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
21600000,1579,Goregaon,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,247.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
30200000,2153,Goregaon,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,248.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
41200000,1872,Goregaon,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,249.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
30500000,1717,Goregaon,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,250.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
36700000,1675,Goregaon East,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,251.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
23800000,1672,Malad East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,252.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
20500000,1457,Malad East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,253.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5500000,425,Bhandup West,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000000,560,thakur village kandivali east,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32500000,1200,Santacruz West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8500000,575,Kanjurmarg,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,257.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
9000000,400,Borivali East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500000,300,Kandivali East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,259.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5500000,400,I C Colony,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,260.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8000000,650,Dahisar W,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,261.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27500000,1600,Malad East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,262.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
11500000,860,Marol,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,263.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35900000,1320,Parel,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,264.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42000000,1200,Lower Parel,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,265.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33100000,1320,Parel,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,266.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
106000000,2826,Worli,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,267.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
101400000,2880,Lower Parel,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,268.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32500000,997,Jogeshwari East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,269.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18500000,1038,Jogeshwari East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,270.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
11000000,600,Malad West,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,271.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9200000,400,Chembur Shell Colony,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,272.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50100000,2800,Central Avenue,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,273.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33000000,1400,Chembur East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,274.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34100000,1500,Diamond Market Road,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,275.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21800000,1412,Mulund,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,276.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
21200000,1412,Mulund,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,277.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3000000,545,Nalasopara West,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,278.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000000,585,raheja vihar,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,279.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17900000,1000,raheja vihar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,280.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19500000,1050,Powai Lake,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,281.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19500000,1014,MHADA Colony 20,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,282.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16000000,900,Goregaon East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,283.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11500000,600,Tolaram Colony,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,284.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10500000,700,Tolaram Colony,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,285.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6400000,1550,Taloja,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,286.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
90000000,5245,Thane West,5,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,287.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2100000,529,Vangani,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600000,530,Sector 20 Kharghar,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,289.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9200000,1260,Sector 5 Ulwe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,290.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000000,1260,Sector12 New Panvel,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,291.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9200000,1150,Sector 17 Ulwe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,292.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5300000,690,Sector 17 Ulwe,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,293.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15500000,1240,Sector9 Kamothe,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,294.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9500000,1260,Sector 19 Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,295.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000000,1240,Sector 5 Ulwe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,296.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10100000,1265,Navi Basti,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10800000,1260,Sector12 Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,298.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11000000,1255,Sector 21 Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,299.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7200000,1055,Sector 19 Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,300.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000000,1060,Sector 5 Ulwe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,301.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12700000,1238,Navi Basti,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,302.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8500000,1150,Sector12 Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,303.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8500000,1165,Sector12 Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,304.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7700000,1080,Sector9 Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,305.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000000,1470,Sector12 Kamothe,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,306.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000000,610,Sector9 Kamothe,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,307.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9200000,1180,Sector12 Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,308.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15000000,1735,Sector9 Kamothe,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,309.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000000,1230,Sector 17 Ulwe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,310.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500000,599,Sector 17 Ulwe,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,311.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8800000,980,Sector9 Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,312.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16500000,1654,Sector9 Kamothe,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,313.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16800000,1665,Sector 17 Ulwe,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,314.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
